,Customer Reviews,Compound Score,Positive Score,Neutral Score,Negative Score
432,"Awesome Place couldn't finish my meal , but everything was cooked in proper way (as i like). Great service and nice price list",0.9169,0.398,0.602,0.0
433,"Delicious food, that feels healthy and very reasonably priced. With friendly staff and a nice ambience.In 1 word: nice  one.
",0.9349,0.539,0.461,0.0
434,This is an amazing place to eat! The food is fantastic and the portions are a good size. I work around the corner and many from our office enjoy coming here. Highly recommend!,0.9507,0.394,0.606,0.0
435,Big fan of the food and the portions here.  Very yummy.,0.7178,0.4,0.6,0.0
436,"This is the best Mediterranean kabob I have ever had. Most places burn the chicken. The chicken was perfectly done, as was the filet minon. One skewer is plenty of meat for one person. Or two people can share the two skewer combo. The prices seem high until you see the portions. You will also get pita bread with delicious pesto sauce for dipping if you dine in.",0.8979,0.179,0.778,0.043
437,"Delicious food, huge portions, and the most welcoming staff! I highly recommend.",0.9058,0.637,0.363,0.0
438,Food was very very good!!! And great customer service. Highly recommend this place.,0.9101,0.535,0.465,0.0
439,"Great place to go if you want an endless meat fest, and it's pretty darn tasty. Salad bar was not lacking for anything, from traditional to unique salads, Service was attentive and pleasant, and drinks came out quickly. Definitely will go back!",0.9312,0.287,0.713,0.0
440,Love this place. Always friendly staff and delicious food. Great for lunch or dinner. A must have,0.9451,0.559,0.441,0.0
441,"So, so, so delicious. Do not take my words for it. Must try!",0.7725,0.322,0.678,0.0
442,My wife and I were in downtown Santa Ana looking for a new place to have lunch and we found this place.  Amazing food and friendly service. We both enjoyed ourselves and highly recommend this establishment.,0.92,0.304,0.696,0.0
443,"Wow! This is a truly authentic Greek restaurant. I travel for my job and ty every Greek restaurant within 10 or so miles of my destinations, and without question, the Kabob Place is the best. Everything is fresh (nothing frozen); all the sauces are made in house and are made that day; the pita break is baked in house and tastes like it just came out of the oven. Perhaps, most importantly, the owner has captured the essence of Greek hospitality. A person in my party had the salmon and described it as a religious experience. You must try the Kabob Place. Quite simply, it 's a game changer.. If you're from out of town, it will become a reason to come back to Santa Ana. If you're close by, you will be back!",0.9627,0.165,0.812,0.023
444,Soooooo Delicious!!! This place is authentic and has amazingly delicious food. My entire family loved it. The owner was very nice. The plate is huge and the food is worth every dollar. Did I say delicious!! Nice music playing in the background. We will be coming back for sure!!!,0.9833,0.449,0.551,0.0
445,"OMG! SUCH A GREAT FIND. This place is so cute- right in DTSA on 4th street. The interior decor is so colorful and made me feel like I was at a little eatery somewhere in Turkey. The food was exceptionally tasty- the seasoning, tenderness, and chargrilled flavor left nothinggggggg to be desired. We had a pretty good variety with the sampler appetizer platter and 2 entrees with chicken, koobideh and grilled vegetables. The salad was one of the best Ive ever received as a side from any mediterranean place. The produce was really high quality I could tell by its robust flavor and texture- which the dressing was just a nice accent really. The owner was very hospitable and the service was just right from a Pay at the counter type eatery. Thanks a bunch- we'll be back soon!",0.9869,0.229,0.762,0.009
446,"Without any exaggerations the food exceeded my expectations in quality, taste, and quantity. I am now a fan and apploud the owner for the  superior product he offers.",0.7003,0.195,0.805,0.0
447,"If you're looking for Clean, Kind, and DELICIOUS FOOD, this is THE Place. The service is sincere, the location is humble and there are always extra helpings of Love to go. New Ownership...SAME LOVE, great FOOD",0.9808,0.477,0.523,0.0
448,I bet I can really sink my teeth into that. this place has kebabs?! that's what I need right now. I'm always loking for a kebab place that tastes goo and finally just found this place that popped up. Might be own there some real soon!,0.0,0.0,1.0,0.0
449,"I went to Kebab place on Saturday for the first time based on a recommendation from a close friend. The restaurant has a very nice and pleasing atmosphere with great music playing in the background. I couldn't make up my mind on which of their protein options to choose so I ordered the Sultan Platter and got the Steak kebab, chicken and for the third option I got the Gyro (beef and lamb mixed). The food was really amazing and fresh. You HAVE to try the cilantro sauce (comes with the platter). I also got to meet the chef which was nice. I highly recommend Kebab Place if you are looking for no frills great food with a nice atmosphere you should check them out.",0.9866,0.253,0.732,0.016
450,"Stopped by and got some kebabs, chicken and salmon kebabs my favorites. Friendly hosts and great food.",0.8481,0.404,0.52,0.076
451,"I went here last week, and I must say that I was impressed ! The service was excellent and the people who worked there were kind. Plus the food was good too, generous portion and reasonable priced. I will definitely be back.",0.9606,0.385,0.615,0.0
452,"Decided to try the Kebab Place as I was in downtown Santa Ana.After reading the mainly positive reviews on Yelp,I decided to give it a try.I must say I am very picky when it comes to Mediterranean food,as I've had it all over the world,some good and some not great.I ordered the greek salad with chicken,and I was ecstatic with the food.The chicken kebab was succulent,moist with tremendous flavor and great char.It literally melted in my mouth.The rest of the meal was near perfection as well.
As I told the owner,this was the best kebab I have had,and please don't change a thing",0.9781,0.229,0.771,0.0
453,"It's an amazing friendly place with super nice staff. Casual atmosphere, great service, and a great amount of food for the price. Definitely one of my favorites. I can't wait to get another gyro!",0.9826,0.562,0.438,0.0
454,"I ordered Kebab Place to cater an event for 30-40 people. They did NOT disappoint. Not only did Rock personally help me craft the perfect menu, but he delivered and helped set up the event too! I ordered the Chicken Kabob, Steak Kabob, and Falafel Family Platters as well as babaganoush, pita and hummus. Everything was delicious and everyone raved about the food. Thank you Kebab Place!",0.8948,0.217,0.725,0.058
455,"This place is a dream! Their food is great, and they really make you feel like you're their top priority. I've had them deliver to my home several times, and my favorite is Freddy. Always comes to my door with a smile! I usually order their burgers because It's what I'm used to and scared of change. Will definitely recommend this place to my colleagues!",0.9522,0.282,0.681,0.037
456,Lots of good food and good service. Everyone was really nice and quick about getting my order and serving me food.,0.8357,0.331,0.669,0.0
457,"Excellent menu choices, staff is very friendly, plenty of seating space! When you are seated they bring you warm pita bread with a cilantro based dipping sauce which was very tasty! Our food order was brought promptly after ordering. I had Salmon kebab... excellent choice and my husband had the chicken kebab which was also great! Overall a great experience and we recommend the Kebab Place.",0.9681,0.294,0.664,0.041
